"Statistic Label","County","Sex","CensusYear","UNIT","VALUE"
"Population at Each Census 1841 to 2016","Westmeath","Male","1891","Number","33927"
"Population at Each Census 1841 to 2016","Westmeath","Male","1901","Number","31880"
"Population at Each Census 1841 to 2016","Westmeath","Male","1911","Number","31910"
"Population at Each Census 1841 to 2016","Westmeath","Male","1926","Number","30151"
"Population at Each Census 1841 to 2016","Westmeath","Male","1936","Number","29039"
"Population at Each Census 1841 to 2016","Westmeath","Male","1946","Number","29058"
"Population at Each Census 1841 to 2016","Westmeath","Male","1951","Number","28737"
"Population at Each Census 1841 to 2016","Westmeath","Male","1956","Number","28102"
"Population at Each Census 1841 to 2016","Westmeath","Male","1961","Number","27183"
"Population at Each Census 1841 to 2016","Westmeath","Male","1966","Number","27101"
"Population at Each Census 1841 to 2016","Westmeath","Male","1971","Number","27544"
"Population at Each Census 1841 to 2016","Westmeath","Male","1979","Number","30557"
"Population at Each Census 1841 to 2016","Westmeath","Male","1981","Number","31388"
"Population at Each Census 1841 to 2016","Westmeath","Male","1986","Number","32048"
"Population at Each Census 1841 to 2016","Westmeath","Male","1991","Number","31006"
"Population at Each Census 1841 to 2016","Westmeath","Male","1996","Number","31599"
"Population at Each Census 1841 to 2016","Westmeath","Male","2002","Number","35960"
"Population at Each Census 1841 to 2016","Westmeath","Male","2006","Number","39819"
"Population at Each Census 1841 to 2016","Westmeath","Male","2011","Number","42783"
"Population at Each Census 1841 to 2016","Westmeath","Male","2016","Number","44082"
"Population at Each Census 1841 to 2016","Westmeath","Female","1841","Number","70917"
"Population at Each Census 1841 to 2016","Westmeath","Female","1851","Number","55312"
"Population at Each Census 1841 to 2016","Westmeath","Female","1861","Number","44661"
"Population at Each Census 1841 to 2016","Westmeath","Female","1871","Number","38628"
"Population at Each Census 1841 to 2016","Westmeath","Female","1881","Number","35320"
"Population at Each Census 1841 to 2016","Westmeath","Female","1891","Number","31182"
"Population at Each Census 1841 to 2016","Westmeath","Female","1901","Number","29749"
"Population at Each Census 1841 to 2016","Westmeath","Female","1911","Number","28076"
"Population at Each Census 1841 to 2016","Westmeath","Female","1926","Number","26667"
"Population at Each Census 1841 to 2016","Westmeath","Female","1936","Number","25667"
"Population at Each Census 1841 to 2016","Westmeath","Female","1946","Number","25891"
"Population at Each Census 1841 to 2016","Westmeath","Female","1951","Number","25726"
"Population at Each Census 1841 to 2016","Westmeath","Female","1956","Number","26020"
"Population at Each Census 1841 to 2016","Westmeath","Female","1961","Number","25678"
"Population at Each Census 1841 to 2016","Westmeath","Female","1966","Number","25799"
"Population at Each Census 1841 to 2016","Westmeath","Female","1971","Number","26026"
"Population at Each Census 1841 to 2016","Westmeath","Female","1979","Number","29328"
"Population at Each Census 1841 to 2016","Westmeath","Female","1981","Number","30135"
"Population at Each Census 1841 to 2016","Westmeath","Female","1986","Number","31331"
"Population at Each Census 1841 to 2016","Westmeath","Female","1991","Number","30874"
"Population at Each Census 1841 to 2016","Westmeath","Female","1996","Number","31715"
"Population at Each Census 1841 to 2016","Westmeath","Female","2002","Number","35898"
"Population at Each Census 1841 to 2016","Westmeath","Female","2006","Number","39527"
"Population at Each Census 1841 to 2016","Westmeath","Female","2011","Number","43381"
"Population at Each Census 1841 to 2016","Westmeath","Female","2016","Number","44688"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1841","Number","202033"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1851","Number","180158"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1861","Number","143954"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1871","Number","132666"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1881","Number","123854"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1891","Number","111778"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1901","Number","104104"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1911","Number","102273"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1926","Number","95848"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1936","Number","94245"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1946","Number","91855"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1951","Number","90032"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1956","Number","87259"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1961","Number","83308"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1966","Number","83437"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1971","Number","86351"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1979","Number","96421"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1981","Number","99081"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1986","Number","102552"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1991","Number","102069"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","1996","Number","104371"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","2002","Number","116596"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","2006","Number","131749"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","2011","Number","145320"
"Population at Each Census 1841 to 2016","Wexford","Both sexes","2016","Number","149722"
"Population at Each Census 1841 to 2016","Wexford","Male","1841","Number","97918"
"Population at Each Census 1841 to 2016","Wexford","Male","1851","Number","86938"
"Population at Each Census 1841 to 2016","Wexford","Male","1861","Number","69104"
"Population at Each Census 1841 to 2016","Wexford","Male","1871","Number","64199"
"Population at Each Census 1841 to 2016","Wexford","Male","1881","Number","60928"
"Population at Each Census 1841 to 2016","Wexford","Male","1891","Number","54935"
"Population at Each Census 1841 to 2016","Wexford","Male","1901","Number","51756"
"Population at Each Census 1841 to 2016","Wexford","Male","1911","Number","51568"
"Population at Each Census 1841 to 2016","Wexford","Male","1926","Number","48570"
"Population at Each Census 1841 to 2016","Wexford","Male","1936","Number","48577"
"Population at Each Census 1841 to 2016","Wexford","Male","1946","Number","46611"
"Population at Each Census 1841 to 2016","Wexford","Male","1951","Number","45945"
"Population at Each Census 1841 to 2016","Wexford","Male","1956","Number","44210"
"Population at Each Census 1841 to 2016","Wexford","Male","1961","Number","42128"
"Population at Each Census 1841 to 2016","Wexford","Male","1966","Number","42270"
"Population at Each Census 1841 to 2016","Wexford","Male","1971","Number","43768"
"Population at Each Census 1841 to 2016","Wexford","Male","1979","Number","48974"
"Population at Each Census 1841 to 2016","Wexford","Male","1981","Number","50336"
"Population at Each Census 1841 to 2016","Wexford","Male","1986","Number","51782"
"Population at Each Census 1841 to 2016","Wexford","Male","1991","Number","51444"
"Population at Each Census 1841 to 2016","Wexford","Male","1996","Number","52432"
"Population at Each Census 1841 to 2016","Wexford","Male","2002","Number","58170"
"Population at Each Census 1841 to 2016","Wexford","Male","2006","Number","66070"
"Population at Each Census 1841 to 2016","Wexford","Male","2011","Number","71909"
"Population at Each Census 1841 to 2016","Wexford","Male","2016","Number","73722"
"Population at Each Census 1841 to 2016","Wexford","Female","1841","Number","104115"
"Population at Each Census 1841 to 2016","Wexford","Female","1851","Number","93220"
"Population at Each Census 1841 to 2016","Wexford","Female","1861","Number","74850"
"Population at Each Census 1841 to 2016","Wexford","Female","1871","Number","68467"
"Population at Each Census 1841 to 2016","Wexford","Female","1881","Number","62926"
"Population at Each Census 1841 to 2016","Wexford","Female","1891","Number","56843"
"Population at Each Census 1841 to 2016","Wexford","Female","1901","Number","52348"
"Population at Each Census 1841 to 2016","Wexford","Female","1911","Number","50705"
"Population at Each Census 1841 to 2016","Wexford","Female","1926","Number","47278"
"Population at Each Census 1841 to 2016","Wexford","Female","1936","Number","45668"
"Population at Each Census 1841 to 2016","Wexford","Female","1946","Number","45244"
"Population at Each Census 1841 to 2016","Wexford","Female","1951","Number","44087"
"Population at Each Census 1841 to 2016","Wexford","Female","1956","Number","43049"
"Population at Each Census 1841 to 2016","Wexford","Female","1961","Number","41180"
"Population at Each Census 1841 to 2016","Wexford","Female","1966","Number","41167"
"Population at Each Census 1841 to 2016","Wexford","Female","1971","Number","42583"
"Population at Each Census 1841 to 2016","Wexford","Female","1979","Number","47447"
"Population at Each Census 1841 to 2016","Wexford","Female","1981","Number","48745"
"Population at Each Census 1841 to 2016","Wexford","Female","1986","Number","50770"
"Population at Each Census 1841 to 2016","Wexford","Female","1991","Number","50625"
"Population at Each Census 1841 to 2016","Wexford","Female","1996","Number","51939"
"Population at Each Census 1841 to 2016","Wexford","Female","2002","Number","58426"
"Population at Each Census 1841 to 2016","Wexford","Female","2006","Number","65679"
"Population at Each Census 1841 to 2016","Wexford","Female","2011","Number","73411"
"Population at Each Census 1841 to 2016","Wexford","Female","2016","Number","76000"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1841","Number","126143"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1851","Number","98979"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1861","Number","86479"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1871","Number","78697"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1881","Number","70386"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1891","Number","62136"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1901","Number","60824"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1911","Number","60711"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1926","Number","57591"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1936","Number","58569"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1946","Number","60451"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1951","Number","62590"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1956","Number","59906"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1961","Number","58473"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1966","Number","60428"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1971","Number","66295"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1979","Number","83950"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1981","Number","87449"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1986","Number","94542"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1991","Number","97265"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","1996","Number","102683"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","2002","Number","114676"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","2006","Number","126194"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","2011","Number","136640"
"Population at Each Census 1841 to 2016","Wicklow","Both sexes","2016","Number","142425"
"Population at Each Census 1841 to 2016","Wicklow","Male","1841","Number","63489"
"Population at Each Census 1841 to 2016","Wicklow","Male","1851","Number","50230"
"Population at Each Census 1841 to 2016","Wicklow","Male","1861","Number","44122"
"Population at Each Census 1841 to 2016","Wicklow","Male","1871","Number","39496"
"Population at Each Census 1841 to 2016","Wicklow","Male","1881","Number","35101"
"Population at Each Census 1841 to 2016","Wicklow","Male","1891","Number","31054"
"Population at Each Census 1841 to 2016","Wicklow","Male","1901","Number","30584"
"Population at Each Census 1841 to 2016","Wicklow","Male","1911","Number","31113"
"Population at Each Census 1841 to 2016","Wicklow","Male","1926","Number","28911"
"Population at Each Census 1841 to 2016","Wicklow","Male","1936","Number","29868"
"Population at Each Census 1841 to 2016","Wicklow","Male","1946","Number","30152"
"Population at Each Census 1841 to 2016","Wicklow","Male","1951","Number","31587"
"Population at Each Census 1841 to 2016","Wicklow","Male","1956","Number","29933"
"Population at Each Census 1841 to 2016","Wicklow","Male","1961","Number","29150"
"Population at Each Census 1841 to 2016","Wicklow","Male","1966","Number","30231"
"Population at Each Census 1841 to 2016","Wicklow","Male","1971","Number","33318"
"Population at Each Census 1841 to 2016","Wicklow","Male","1979","Number","41969"
"Population at Each Census 1841 to 2016","Wicklow","Male","1981","Number","43663"
"Population at Each Census 1841 to 2016","Wicklow","Male","1986","Number","46980"
"Population at Each Census 1841 to 2016","Wicklow","Male","1991","Number","48076"
"Population at Each Census 1841 to 2016","Wicklow","Male","1996","Number","50823"
"Population at Each Census 1841 to 2016","Wicklow","Male","2002","Number","56800"
"Population at Each Census 1841 to 2016","Wicklow","Male","2006","Number","62905"
"Population at Each Census 1841 to 2016","Wicklow","Male","2011","Number","67542"
"Population at Each Census 1841 to 2016","Wicklow","Male","2016","Number","70156"
"Population at Each Census 1841 to 2016","Wicklow","Female","1841","Number","62654"
"Population at Each Census 1841 to 2016","Wicklow","Female","1851","Number","48749"
"Population at Each Census 1841 to 2016","Wicklow","Female","1861","Number","42357"
"Population at Each Census 1841 to 2016","Wicklow","Female","1871","Number","39201"
"Population at Each Census 1841 to 2016","Wicklow","Female","1881","Number","35285"
"Population at Each Census 1841 to 2016","Wicklow","Female","1891","Number","31082"
"Population at Each Census 1841 to 2016","Wicklow","Female","1901","Number","30240"
"Population at Each Census 1841 to 2016","Wicklow","Female","1911","Number","29598"
"Population at Each Census 1841 to 2016","Wicklow","Female","1926","Number","28680"
"Population at Each Census 1841 to 2016","Wicklow","Female","1936","Number","28701"
"Population at Each Census 1841 to 2016","Wicklow","Female","1946","Number","30299"
"Population at Each Census 1841 to 2016","Wicklow","Female","1951","Number","31003"
"Population at Each Census 1841 to 2016","Wicklow","Female","1956","Number","29973"
"Population at Each Census 1841 to 2016","Wicklow","Female","1961","Number","29323"
"Population at Each Census 1841 to 2016","Wicklow","Female","1966","Number","30197"
"Population at Each Census 1841 to 2016","Wicklow","Female","1971","Number","32977"
"Population at Each Census 1841 to 2016","Wicklow","Female","1979","Number","41981"
"Population at Each Census 1841 to 2016","Wicklow","Female","1981","Number","43786"
"Population at Each Census 1841 to 2016","Wicklow","Female","1986","Number","47562"
"Population at Each Census 1841 to 2016","Wicklow","Female","1991","Number","49189"
"Population at Each Census 1841 to 2016","Wicklow","Female","1996","Number","51860"
"Population at Each Census 1841 to 2016","Wicklow","Female","2002","Number","57876"
"Population at Each Census 1841 to 2016","Wicklow","Female","2006","Number","63289"
"Population at Each Census 1841 to 2016","Wicklow","Female","2011","Number","69098"
"Population at Each Census 1841 to 2016","Wicklow","Female","2016","Number","72269"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1841","Number","286394"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1851","Number","212440"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1861","Number","166305"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1871","Number","147864"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1881","Number","141457"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1891","Number","124483"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1901","Number","112334"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1911","Number","104232"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1926","Number","95064"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1936","Number","89879"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1946","Number","85064"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1951","Number","81329"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1956","Number","77176"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1961","Number","73702"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1966","Number","73597"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1971","Number","75008"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1979","Number","84919"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1981","Number","87567"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1986","Number","91344"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1991","Number","90918"
"Population at Each Census 1841 to 2016","Clare","Both sexes","1996","Number","94006"
"Population at Each Census 1841 to 2016","Clare","Both sexes","2002","Number","103277"
"Population at Each Census 1841 to 2016","Clare","Both sexes","2006","Number","110950"
"Population at Each Census 1841 to 2016","Clare","Both sexes","2011","Number","117196"
"Population at Each Census 1841 to 2016","Clare","Both sexes","2016","Number","118817"
"Population at Each Census 1841 to 2016","Clare","Male","1841","Number","144109"
"Population at Each Census 1841 to 2016","Clare","Male","1851","Number","103953"
"Population at Each Census 1841 to 2016","Clare","Male","1861","Number","82541"
"Population at Each Census 1841 to 2016","Clare","Male","1871","Number","73442"
"Population at Each Census 1841 to 2016","Clare","Male","1881","Number","71058"
"Population at Each Census 1841 to 2016","Clare","Male","1891","Number","63138"
"Population at Each Census 1841 to 2016","Clare","Male","1901","Number","57386"
"Population at Each Census 1841 to 2016","Clare","Male","1911","Number","53877"
"Population at Each Census 1841 to 2016","Clare","Male","1926","Number","50071"
"Population at Each Census 1841 to 2016","Clare","Male","1936","Number","47957"
"Population at Each Census 1841 to 2016","Clare","Male","1946","Number","45350"
"Population at Each Census 1841 to 2016","Clare","Male","1951","Number","43473"
"Population at Each Census 1841 to 2016","Clare","Male","1956","Number","40868"
"Population at Each Census 1841 to 2016","Clare","Male","1961","Number","38904"
"Population at Each Census 1841 to 2016","Clare","Male","1966","Number","38667"
"Population at Each Census 1841 to 2016","Clare","Male","1971","Number","39002"
"Population at Each Census 1841 to 2016","Clare","Male","1979","Number","43945"
"Population at Each Census 1841 to 2016","Clare","Male","1981","Number","45366"
"Population at Each Census 1841 to 2016","Clare","Male","1986","Number","46913"
"Population at Each Census 1841 to 2016","Clare","Male","1991","Number","46367"
"Population at Each Census 1841 to 2016","Clare","Male","1996","Number","47789"
"Population at Each Census 1841 to 2016","Clare","Male","2002","Number","52063"
"Population at Each Census 1841 to 2016","Clare","Male","2006","Number","56048"
"Population at Each Census 1841 to 2016","Clare","Male","2011","Number","58298"
"Population at Each Census 1841 to 2016","Clare","Male","2016","Number","58785"
"Population at Each Census 1841 to 2016","Clare","Female","1841","Number","142285"
"Population at Each Census 1841 to 2016","Clare","Female","1851","Number","108487"
"Population at Each Census 1841 to 2016","Clare","Female","1861","Number","83764"
"Population at Each Census 1841 to 2016","Clare","Female","1871","Number","74422"
"Population at Each Census 1841 to 2016","Clare","Female","1881","Number","70399"
"Population at Each Census 1841 to 2016","Clare","Female","1891","Number","61345"
"Population at Each Census 1841 to 2016","Clare","Female","1901","Number","54948"
"Population at Each Census 1841 to 2016","Clare","Female","1911","Number","50355"
"Population at Each Census 1841 to 2016","Clare","Female","1926","Number","44993"
"Population at Each Census 1841 to 2016","Clare","Female","1936","Number","41922"
"Population at Each Census 1841 to 2016","Clare","Female","1946","Number","39714"
"Population at Each Census 1841 to 2016","Clare","Female","1951","Number","37856"
"Population at Each Census 1841 to 2016","Clare","Female","1956","Number","36308"
"Population at Each Census 1841 to 2016","Clare","Female","1961","Number","34798"
"Population at Each Census 1841 to 2016","Clare","Female","1966","Number","34930"
"Population at Each Census 1841 to 2016","Clare","Female","1971","Number","36006"
"Population at Each Census 1841 to 2016","Clare","Female","1979","Number","40974"
"Population at Each Census 1841 to 2016","Clare","Female","1981","Number","42201"
"Population at Each Census 1841 to 2016","Clare","Female","1986","Number","44431"
"Population at Each Census 1841 to 2016","Clare","Female","1991","Number","44551"
"Population at Each Census 1841 to 2016","Clare","Female","1996","Number","46217"
"Population at Each Census 1841 to 2016","Clare","Female","2002","Number","51214"
"Population at Each Census 1841 to 2016","Clare","Female","2006","Number","54902"
"Population at Each Census 1841 to 2016","Clare","Female","2011","Number","58898"
"Population at Each Census 1841 to 2016","Clare","Female","2016","Number","60032"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1841","Number","854118"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1851","Number","649308"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1861","Number","544818"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1871","Number","517076"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1881","Number","495607"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1891","Number","438432"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1901","Number","404611"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1911","Number","392104"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1926","Number","365747"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1936","Number","355957"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1946","Number","343668"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1951","Number","341284"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1956","Number","336663"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1961","Number","330443"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1966","Number","339703"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1971","Number","352883"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1979","Number","396118"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1981","Number","402465"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1986","Number","412735"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1991","Number","410369"
"Population at Each Census 1841 to 2016","Cork","Both sexes","1996","Number","420510"
"Population at Each Census 1841 to 2016","Cork","Both sexes","2002","Number","447829"
"Population at Each Census 1841 to 2016","Cork","Both sexes","2006","Number","481295"
"Population at Each Census 1841 to 2016","Cork","Both sexes","2011","Number","519032"
"Population at Each Census 1841 to 2016","Cork","Both sexes","2016","Number","542868"
"Population at Each Census 1841 to 2016","Cork","Male","1841","Number","420551"
"Population at Each Census 1841 to 2016","Cork","Male","1851","Number","318149"
"Population at Each Census 1841 to 2016","Cork","Male","1861","Number","269637"
"Population at Each Census 1841 to 2016","Cork","Male","1871","Number","256062"
"Population at Each Census 1841 to 2016","Cork","Male","1881","Number","246044"
"Population at Each Census 1841 to 2016","Cork","Male","1891","Number","219988"
"Population at Each Census 1841 to 2016","Cork","Male","1901","Number","202297"
"Population at Each Census 1841 to 2016","Cork","Male","1911","Number","197516"
"Population at Each Census 1841 to 2016","Cork","Male","1926","Number","183192"
"Population at Each Census 1841 to 2016","Cork","Male","1936","Number","179620"
"Population at Each Census 1841 to 2016","Cork","Male","1946","Number","171110"
"Population at Each Census 1841 to 2016","Cork","Male","1951","Number","170865"
"Population at Each Census 1841 to 2016","Cork","Male","1956","Number","167952"
"Population at Each Census 1841 to 2016","Cork","Male","1961","Number","164708"
"Population at Each Census 1841 to 2016","Cork","Male","1966","Number","170010"
"Population at Each Census 1841 to 2016","Cork","Male","1971","Number","176786"
"Population at Each Census 1841 to 2016","Cork","Male","1979","Number","199146"
"Population at Each Census 1841 to 2016","Cork","Male","1981","Number","202388"
"Population at Each Census 1841 to 2016","Cork","Male","1986","Number","206470"
"Population at Each Census 1841 to 2016","Cork","Male","1991","Number","204542"
"Population at Each Census 1841 to 2016","Cork","Male","1996","Number","209177"
"Population at Each Census 1841 to 2016","Cork","Male","2002","Number","222317"
"Population at Each Census 1841 to 2016","Cork","Male","2006","Number","240814"
"Population at Each Census 1841 to 2016","Cork","Male","2011","Number","257470"
"Population at Each Census 1841 to 2016","Cork","Male","2016","Number","268675"
"Population at Each Census 1841 to 2016","Cork","Female","1841","Number","433567"
"Population at Each Census 1841 to 2016","Cork","Female","1851","Number","331159"
"Population at Each Census 1841 to 2016","Cork","Female","1861","Number","275181"
"Population at Each Census 1841 to 2016","Cork","Female","1871","Number","261014"
"Population at Each Census 1841 to 2016","Cork","Female","1881","Number","249563"
"Population at Each Census 1841 to 2016","Cork","Female","1891","Number","218444"
"Population at Each Census 1841 to 2016","Cork","Female","1901","Number","202314"
"Population at Each Census 1841 to 2016","Cork","Female","1911","Number","194588"
"Population at Each Census 1841 to 2016","Cork","Female","1926","Number","182555"
"Population at Each Census 1841 to 2016","Cork","Female","1936","Number","176337"
"Population at Each Census 1841 to 2016","Cork","Female","1946","Number","172558"
"Population at Each Census 1841 to 2016","Cork","Female","1951","Number","170419"
"Population at Each Census 1841 to 2016","Cork","Female","1956","Number","168711"
"Population at Each Census 1841 to 2016","Cork","Female","1961","Number","165735"
"Population at Each Census 1841 to 2016","Cork","Female","1966","Number","169693"
"Population at Each Census 1841 to 2016","Cork","Female","1971","Number","176097"
"Population at Each Census 1841 to 2016","Cork","Female","1979","Number","196972"
"Population at Each Census 1841 to 2016","Cork","Female","1981","Number","200077"
"Population at Each Census 1841 to 2016","Cork","Female","1986","Number","206265"
"Population at Each Census 1841 to 2016","Cork","Female","1991","Number","205827"
"Population at Each Census 1841 to 2016","Cork","Female","1996","Number","211333"
"Population at Each Census 1841 to 2016","Cork","Female","2002","Number","225512"
"Population at Each Census 1841 to 2016","Cork","Female","2006","Number","240481"
"Population at Each Census 1841 to 2016","Cork","Female","2011","Number","261562"
"Population at Each Census 1841 to 2016","Cork","Female","2016","Number","274193"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1841","Number","293880"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1851","Number","238254"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1861","Number","201800"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1871","Number","196586"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1881","Number","201039"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1891","Number","179136"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1901","Number","165726"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1911","Number","159691"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1926","Number","149171"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1936","Number","139834"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1946","Number","133893"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1951","Number","126644"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1956","Number","122072"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1961","Number","116458"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1966","Number","112785"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1971","Number","112772"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1979","Number","120356"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1981","Number","122770"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1986","Number","124159"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1991","Number","121894"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","1996","Number","126130"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","2002","Number","132527"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","2006","Number","139835"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","2011","Number","145502"
"Population at Each Census 1841 to 2016","Kerry","Both sexes","2016","Number","147707"
"Population at Each Census 1841 to 2016","Kerry","Male","1841","Number","147307"
"Population at Each Census 1841 to 2016","Kerry","Male","1851","Number","116511"
"Population at Each Census 1841 to 2016","Kerry","Male","1861","Number","99999"
"Population at Each Census 1841 to 2016","Kerry","Male","1871","Number","97913"
"Population at Each Census 1841 to 2016","Kerry","Male","1881","Number","101208"
"Population at Each Census 1841 to 2016","Kerry","Male","1891","Number","91017"
"Population at Each Census 1841 to 2016","Kerry","Male","1901","Number","84427"
"Population at Each Census 1841 to 2016","Kerry","Male","1911","Number","81474"
"Population at Each Census 1841 to 2016","Kerry","Male","1926","Number","76863"
"Population at Each Census 1841 to 2016","Kerry","Male","1936","Number","73503"
"Population at Each Census 1841 to 2016","Kerry","Male","1946","Number","70113"
"Population at Each Census 1841 to 2016","Kerry","Male","1951","Number","66507"
"Population at Each Census 1841 to 2016","Kerry","Male","1956","Number","63965"
"Population at Each Census 1841 to 2016","Kerry","Male","1961","Number","60838"
"Population at Each Census 1841 to 2016","Kerry","Male","1966","Number","58674"
"Population at Each Census 1841 to 2016","Kerry","Male","1971","Number","58404"
"Population at Each Census 1841 to 2016","Kerry","Male","1979","Number","62185"
"Population at Each Census 1841 to 2016","Kerry","Male","1981","Number","63492"
"Population at Each Census 1841 to 2016","Kerry","Male","1986","Number","63293"
